id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,relation_ships,attribute_object,attribute_event
item_19_1,Select,2026-03-20 05:53:28,2026-03-20 05:53:47,2026-03-20 06:04:42,Role Order 1,Pete,59,59,59,2,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,0,['Select'],{'order_19'},{'Price': 804},{}
item_19_0,Select,2026-03-20 05:53:28,2026-03-20 05:53:28,2026-03-20 06:05:53,Role Order 1,Sue,59,59,59,2,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,0,['Select'],{'order_19'},{'Price': 649},{}
item_18_1,Pick Item,2026-03-20 05:53:47,2026-03-20 05:58:32,2026-03-20 06:07:39,Role Order 2,Bob,59,59,59,1,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_18'},{'Price': 700},{}
item_19_1,Pick Item,2026-03-20 06:04:42,2026-03-20 06:07:39,2026-03-20 06:22:13,Role Order 2,Bob,59,59,59,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_19'},{'Price': 804},{}
item_19_0,Pick Item,2026-03-20 06:05:53,2026-03-20 06:22:13,2026-03-20 06:39:39,Role Order 2,Bob,59,59,59,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,1,"['Select', 'Pick Item']",{'order_19'},{'Price': 649},{}
order_2,Payment Complete,2026-03-20 06:00:52,2026-03-20 06:00:52,2026-03-20 07:02:33,Role 2,Bob,59,59,59,1,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,0,"['Place Order', 'Check out', 'Pay CC', 'Payment Complete']",{'item_2_1'},{},{}
item_2_1,Packing,2026-03-20 07:02:33,2026-03-20 07:02:33,2026-03-20 07:20:47,Role Order 1,Pete,58,58,58,1,"[1.0, 0.0, 0.5, 0.0, 0.0]",0.5,0,"['Select', 'Pick Item', 'Packing']",{'order_2'},{'Price': 742},{}
order_3,Check out,2026-03-19 21:38:01,2026-03-20 05:53:28,2026-03-20 07:21:44,Role 1,Sue,34,59,58,2,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,15,"['Place Order', 'Check out']","{'item_3_0', 'item_3_1'}",{},{}
order_4,Check out,2026-03-19 21:14:03,2026-03-20 05:42:34,2026-03-20 07:38:02,Role 1,Pete,29,57,58,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,16,"['Place Order', 'Check out']","{'item_4_1', 'item_4_0'}",{},{}
order_3,Pay BT,2026-03-20 07:21:44,2026-03-20 07:21:44,2026-03-20 07:42:46,Role 2,Bob,58,58,58,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,0,"['Place Order', 'Check out', 'Pay BT']","{'item_3_0', 'item_3_1'}",{},{}
order_4,Pay CC,2026-03-20 07:38:02,2026-03-20 07:42:46,2026-03-20 08:22:26,Role 2,Bob,58,58,58,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,0,"['Place Order', 'Check out', 'Pay CC']","{'item_4_1', 'item_4_0'}",{},{}
order_5,Check out,2026-03-19 21:53:02,2026-03-20 07:38:02,2026-03-20 08:46:08,Role 1,Pete,36,58,58,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,16,"['Place Order', 'Check out']","{'item_5_1', 'item_5_0'}",{},{}
order_7,Add Item,2026-03-19 21:47:13,2026-03-20 07:21:44,2026-03-20 09:01:08,Role 1,Sue,34,58,58,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,16,"['Place Order', 'Add Item']","{'item_7_2', 'item_7_0', 'item_7_1'}",{},{}
item_7_2,Select,2026-03-20 09:01:08,2026-03-20 09:01:08,2026-03-20 09:14:10,Role Order 1,Sue,59,59,59,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",0.5,0,['Select'],{'order_7'},{'Price': 728},{}
item_7_2,Pick Item,2026-03-20 09:14:10,2026-03-20 09:14:10,2026-03-20 09:20:48,Role Order 2,Bob,59,59,59,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_7'},{'Price': 728},{}
order_3,Payment Complete,2026-03-20 07:42:46,2026-03-20 08:22:26,2026-03-20 09:41:15,Role 2,Bob,58,58,59,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,1,"['Place Order', 'Check out', 'Pay BT', 'Payment Complete']","{'item_3_0', 'item_3_1'}",{},{}
order_8,Add Item,2026-03-19 22:45:31,2026-03-20 09:01:08,2026-03-20 10:03:43,Role 1,Sue,36,59,58,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,18,"['Place Order', 'Add Item']","{'item_8_2', 'item_8_0', 'item_8_1'}",{},{}
item_3_0,Packing,2026-03-20 09:41:15,2026-03-20 09:41:15,2026-03-20 10:04:47,Role Order 1,Pete,58,58,59,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_3'},{'Price': 545},{}
item_3_1,Packing,2026-03-20 09:41:15,2026-03-20 09:41:15,2026-03-20 10:06:43,Role Order 1,Sue,58,58,59,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_3'},{'Price': 877},{}
item_8_2,Select,2026-03-20 10:03:43,2026-03-20 10:04:47,2026-03-20 10:16:26,Role Order 1,Pete,59,59,59,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,['Select'],{'order_8'},{'Price': 541},{}
order_6,Check out,2026-03-19 22:03:15,2026-03-20 08:46:08,2026-03-20 10:17:18,Role 1,Pete,36,58,59,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,17,"['Place Order', 'Check out']","{'item_6_0', 'item_6_1'}",{},{}
item_8_2,Pick Item,2026-03-20 10:16:26,2026-03-20 10:16:26,2026-03-20 10:27:18,Role Order 2,Bob,59,59,59,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_8'},{'Price': 541},{}
order_0,Check out,2026-03-20 00:11:38,2026-03-20 10:03:43,2026-03-20 11:19:15,Role 1,Sue,40,59,59,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,16,"['Place Order', 'Add Item', 'Check out']","{'item_0_1', 'item_0_0'}",{},{}
order_4,Payment Complete,2026-03-20 08:22:26,2026-03-20 09:41:15,2026-03-20 11:28:19,Role 2,Bob,58,58,59,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Place Order', 'Check out', 'Pay CC', 'Payment Complete']","{'item_4_1', 'item_4_0'}",{},{}
order_9,Check out,2026-03-20 00:27:37,2026-03-20 10:17:18,2026-03-20 11:33:52,Role 1,Pete,40,59,58,2,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,17,"['Place Order', 'Check out']","{'item_9_1', 'item_9_0'}",{},{}
order_5,Pay BT,2026-03-20 08:46:08,2026-03-20 11:28:19,2026-03-20 11:47:27,Role 2,Bob,58,58,58,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Place Order', 'Check out', 'Pay BT']","{'item_5_1', 'item_5_0'}",{},{}
item_4_1,Packing,2026-03-20 11:28:19,2026-03-20 11:28:19,2026-03-20 11:49:11,Role Order 1,Sue,58,58,58,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_4'},{'Price': 149},{}
item_4_0,Packing,2026-03-20 11:28:19,2026-03-20 11:28:19,2026-03-20 11:52:02,Role Order 1,Pete,58,58,58,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_4'},{'Price': 145},{}
order_6,Pay BT,2026-03-20 10:17:18,2026-03-20 11:47:27,2026-03-20 12:09:38,Role 2,Bob,59,58,58,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Place Order', 'Check out', 'Pay BT']","{'item_6_0', 'item_6_1'}",{},{}
order_11,Add Item,2026-03-20 01:02:47,2026-03-20 11:33:52,2026-03-20 12:41:23,Role 1,Pete,42,58,58,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,18,"['Place Order', 'Add Item']","{'item_11_2', 'item_11_1'}",{},{}
order_0,Pay CC,2026-03-20 11:19:15,2026-03-20 12:09:38,2026-03-20 12:44:59,Role 2,Bob,59,58,59,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,2,"['Place Order', 'Add Item', 'Check out', 'Pay CC']","{'item_0_1', 'item_0_0'}",{},{}
item_11_2,Select,2026-03-20 12:41:23,2026-03-20 12:41:23,2026-03-20 12:50:27,Role Order 1,Sue,59,59,59,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",0.5,0,['Select'],{'order_11'},{'Price': 926},{}
item_11_2,Pick Item,2026-03-20 12:50:27,2026-03-20 12:50:27,2026-03-20 13:04:07,Role Order 2,Bob,59,59,59,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_11'},{'Price': 926},{}
order_10,Add Item,2026-03-20 00:41:10,2026-03-20 11:19:15,2026-03-20 13:09:20,Role 1,Sue,40,59,59,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,18,"['Place Order', 'Add Item']","{'item_10_1', 'item_10_2', 'item_10_0'}",{},{}
item_10_2,Select,2026-03-20 13:09:20,2026-03-20 13:09:20,2026-03-20 13:19:46,Role Order 1,Pete,60,60,60,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",0.5,0,['Select'],{'order_10'},{'Price': 424},{}
item_10_2,Pick Item,2026-03-20 13:19:46,2026-03-20 13:19:46,2026-03-20 13:35:44,Role Order 2,Bob,60,60,60,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_10'},{'Price': 424},{}
order_9,Pay CC,2026-03-20 11:33:52,2026-03-20 12:44:59,2026-03-20 13:44:15,Role 2,Bob,58,59,60,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,2,"['Place Order', 'Check out', 'Pay CC']","{'item_9_1', 'item_9_0'}",{},{}
order_12,Check out,2026-03-20 02:09:06,2026-03-20 12:41:23,2026-03-20 14:11:41,Role 1,Pete,45,59,60,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,17,"['Place Order', 'Check out']","{'item_12_0', 'item_12_1'}",{},{}
order_13,Add Item,2026-03-20 02:32:00,2026-03-20 13:09:20,2026-03-20 14:25:00,Role 1,Sue,45,60,60,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,18,"['Place Order', 'Add Item']","{'item_13_0', 'item_13_2', 'item_13_1'}",{},{}
item_13_2,Select,2026-03-20 14:25:00,2026-03-20 14:25:00,2026-03-20 14:37:55,Role Order 1,Sue,61,61,61,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",0.5,0,['Select'],{'order_13'},{'Price': 430},{}
order_5,Payment Complete,2026-03-20 11:47:27,2026-03-20 13:44:15,2026-03-20 14:46:05,Role 2,Bob,58,60,61,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Check out', 'Pay BT', 'Payment Complete']","{'item_5_1', 'item_5_0'}",{},{}
item_13_2,Pick Item,2026-03-20 14:37:55,2026-03-20 14:37:55,2026-03-20 14:52:55,Role Order 2,Bob,61,61,60,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_13'},{'Price': 430},{}
item_5_0,Packing,2026-03-20 14:46:05,2026-03-20 14:46:05,2026-03-20 15:05:29,Role Order 1,Sue,60,60,60,2,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_5'},{'Price': 379},{}
item_5_1,Packing,2026-03-20 14:46:05,2026-03-20 14:46:05,2026-03-20 15:08:45,Role Order 1,Pete,60,60,60,2,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_5'},{'Price': 798},{}
order_14,Add Item,2026-03-20 02:44:45,2026-03-20 14:11:41,2026-03-20 15:56:57,Role 1,Pete,47,60,60,2,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,18,"['Place Order', 'Add Item']","{'item_14_2', 'item_14_0', 'item_14_1'}",{},{}
order_6,Payment Complete,2026-03-20 12:09:38,2026-03-20 14:46:05,2026-03-20 16:01:24,Role 2,Bob,58,60,61,1,"[1.0, 1.0, 1.0, 1.0, 0.0]",1.0,3,"['Place Order', 'Check out', 'Pay BT', 'Payment Complete']","{'item_6_0', 'item_6_1'}",{},{}
order_15,Add Item,2026-03-20 03:38:47,2026-03-20 14:25:00,2026-03-20 16:04:45,Role 1,Sue,49,61,60,2,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,18,"['Place Order', 'Add Item']","{'item_15_2', 'item_15_1', 'item_15_0'}",{},{}
item_14_2,Select,2026-03-20 15:56:57,2026-03-20 15:56:57,2026-03-20 16:05:02,Role Order 1,Sue,61,61,61,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",0.5,0,['Select'],{'order_14'},{'Price': 582},{}
item_6_0,Packing,2026-03-20 16:01:24,2026-03-20 16:01:24,2026-03-20 16:18:41,Role Order 1,Pete,60,60,61,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_6'},{'Price': 712},{}
item_6_1,Packing,2026-03-20 16:01:24,2026-03-20 16:05:02,2026-03-20 16:24:09,Role Order 1,Sue,60,61,61,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_6'},{'Price': 842},{}
item_14_2,Remove Item,2026-03-20 16:05:02,2026-03-20 16:24:09,2026-03-20 16:28:30,Role Order 1,Sue,61,61,61,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,2,"['Select', 'Remove Item']",{'order_14'},{'Price': 582},{}
item_15_2,Select,2026-03-20 16:04:45,2026-03-20 16:18:41,2026-03-20 16:35:45,Role Order 1,Pete,61,61,60,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,['Select'],{'order_15'},{'Price': 746},{}
item_15_2,Pick Item,2026-03-20 16:35:45,2026-03-20 16:35:45,2026-03-20 16:43:34,Role Order 2,Bob,60,60,60,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_15'},{'Price': 746},{}
order_16,Check out,2026-03-20 04:52:18,2026-03-20 16:04:45,2026-03-20 17:06:32,Role 1,Sue,53,61,60,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,17,"['Place Order', 'Check out']",{'item_16_0'},{},{}
order_0,Payment Complete,2026-03-20 12:44:59,2026-03-20 16:01:24,2026-03-20 17:27:07,Role 2,Bob,59,60,60,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Add Item', 'Check out', 'Pay CC', 'Payment Complete']","{'item_0_1', 'item_0_0'}",{},{}
order_1,Check out,2026-03-20 04:18:42,2026-03-20 15:56:57,2026-03-20 17:35:34,Role 1,Pete,52,61,59,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,17,"['Place Order', 'Add Item', 'Check out']","{'item_1_1', 'item_1_0', 'item_1_2'}",{},{}
item_0_0,Packing,2026-03-20 17:27:07,2026-03-20 17:27:07,2026-03-20 17:49:26,Role Order 1,Sue,59,59,59,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_0'},{'Price': 443},{}
item_0_1,Packing,2026-03-20 17:27:07,2026-03-20 17:27:07,2026-03-20 17:52:22,Role Order 1,Pete,59,59,59,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_0'},{'Price': 287},{}
truck_0,Load,2026-03-20 17:49:26,2026-03-20 17:49:26,2026-03-20 18:31:43,Role truck,D,59,59,59,1,"[1.0, 1.0, 0.5, 0.0, 0.5]",0.5,0,"['Prepare', 'Load']","{'item_3_0', 'item_6_0', 'item_2_1', 'item_4_0', 'item_4_1', 'item_5_1', 'item_0_0', 'item_3_1', 'item_6_1', 'item_5_0'}",{},{}
order_18,Add Item,2026-03-20 05:42:34,2026-03-20 17:35:34,2026-03-20 18:38:58,Role 1,Pete,55,59,59,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,17,"['Place Order', 'Add Item']","{'item_18_1', 'item_18_0', 'item_18_2'}",{},{}
order_17,Add Item,2026-03-20 05:04:48,2026-03-20 17:06:32,2026-03-20 18:49:16,Role 1,Sue,53,60,60,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,18,"['Place Order', 'Add Item']","{'item_17_2', 'item_17_0', 'item_17_1'}",{},{}
item_18_2,Select,2026-03-20 18:38:58,2026-03-20 18:38:58,2026-03-20 18:53:04,Role Order 1,Sue,60,60,61,1,"[1.0, 1.0, 0.5, 0.0, 0.5]",0.5,0,['Select'],{'order_18'},{'Price': 500},{}
item_17_2,Select,2026-03-20 18:49:16,2026-03-20 18:49:16,2026-03-20 18:56:12,Role Order 1,Pete,61,61,61,2,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,['Select'],{'order_17'},{'Price': 386},{}
order_9,Payment Complete,2026-03-20 13:44:15,2026-03-20 17:27:07,2026-03-20 19:01:13,Role 2,Bob,60,59,61,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Check out', 'Pay CC', 'Payment Complete']","{'item_9_1', 'item_9_0'}",{},{}
item_18_2,Pick Item,2026-03-20 18:53:04,2026-03-20 18:53:04,2026-03-20 19:04:54,Role Order 2,Bob,61,61,60,1,"[1.0, 1.0, 0.5, 1.0, 0.5]",1.0,0,"['Select', 'Pick Item']",{'order_18'},{'Price': 500},{}
item_17_2,Pick Item,2026-03-20 18:56:12,2026-03-20 19:04:54,2026-03-20 19:20:38,Role Order 2,Bob,61,60,60,1,"[1.0, 1.0, 1.0, 1.0, 0.5]",1.0,0,"['Select', 'Pick Item']",{'order_17'},{'Price': 386},{}
truck_0,Ship,2026-03-20 18:31:43,2026-03-20 18:31:43,2026-03-20 19:22:12,Role truck,C,59,59,60,1,"[1.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship']","{'item_3_0', 'item_6_0', 'item_2_1', 'item_4_0', 'item_4_1', 'item_5_1', 'item_0_0', 'item_3_1', 'item_6_1', 'item_5_0'}",{},{}
item_9_0,Packing,2026-03-20 19:01:13,2026-03-20 19:01:13,2026-03-20 19:22:44,Role Order 1,Pete,60,60,60,2,"[1.0, 1.0, 1.0, 1.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_9'},{'Price': 401},{}
item_9_1,Packing,2026-03-20 19:01:13,2026-03-20 19:01:13,2026-03-20 19:26:33,Role Order 1,Sue,60,60,60,2,"[1.0, 1.0, 1.0, 1.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_9'},{'Price': 527},{}
item_0_0,Delivered,2026-03-20 19:22:12,2026-03-20 19:22:44,2026-03-20 19:29:59,Role Order 1,Pete,60,60,60,1,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_0'},{'Price': 443},{}
item_6_1,Delivered,2026-03-20 19:22:12,2026-03-20 19:26:33,2026-03-20 19:34:22,Role Order 1,Sue,60,60,59,2,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_6'},{'Price': 842},{}
item_6_0,Delivered,2026-03-20 19:22:12,2026-03-20 19:29:59,2026-03-20 19:37:23,Role Order 1,Pete,60,59,58,2,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_6'},{'Price': 712},{}
order_12,Pay CC,2026-03-20 14:11:41,2026-03-20 19:01:13,2026-03-20 19:40:36,Role 2,Bob,60,60,57,1,"[1.0, 1.0, 1.0, 1.0, 0.5]",1.0,3,"['Place Order', 'Check out', 'Pay CC']","{'item_12_0', 'item_12_1'}",{},{}
item_5_1,Delivered,2026-03-20 19:22:12,2026-03-20 19:34:22,2026-03-20 19:41:32,Role Order 1,Sue,60,58,57,2,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_5'},{'Price': 798},{}
item_5_0,Delivered,2026-03-20 19:22:12,2026-03-20 19:37:23,2026-03-20 19:43:35,Role Order 1,Pete,60,57,56,2,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_5'},{'Price': 379},{}
truck_0,Go Back,2026-03-20 19:22:12,2026-03-20 19:22:12,2026-03-20 19:47:55,Role truck,D,60,60,55,1,"[1.0, 1.0, 1.0, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship', 'Go Back']",{},{},{}
item_4_0,Delivered,2026-03-20 19:22:12,2026-03-20 19:41:32,2026-03-20 19:49:00,Role Order 1,Sue,60,56,55,2,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_4'},{'Price': 145},{}
item_4_1,Delivered,2026-03-20 19:22:12,2026-03-20 19:43:35,2026-03-20 19:49:40,Role Order 1,Pete,60,55,54,2,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_4'},{'Price': 149},{}
item_3_1,Delivered,2026-03-20 19:22:12,2026-03-20 19:49:00,2026-03-20 19:57:34,Role Order 1,Sue,60,54,53,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_3'},{'Price': 877},{}
item_3_0,Delivered,2026-03-20 19:22:12,2026-03-20 19:49:40,2026-03-20 19:57:43,Role Order 1,Pete,60,53,52,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_3'},{'Price': 545},{}
order_7,Check out,2026-03-20 09:20:48,2026-03-20 18:49:16,2026-03-20 19:58:12,Role 1,Sue,59,61,51,1,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,13,"['Place Order', 'Add Item', 'Check out']","{'item_7_2', 'item_7_0', 'item_7_1'}",{},{}
item_2_1,Delivered,2026-03-20 19:22:12,2026-03-20 19:57:34,2026-03-20 20:07:28,Role Order 1,Sue,60,52,51,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_2'},{'Price': 742},{}
order_19,Add Item,2026-03-20 05:53:28,2026-03-20 18:38:58,2026-03-20 20:25:52,Role 1,Pete,57,60,50,2,"[1.0, 1.0, 0.5, 0.0, 0.5]",1.0,17,"['Place Order', 'Add Item']","{'item_19_2', 'item_19_1', 'item_19_0'}",{},{}
order_16,Pay CC,2026-03-20 17:06:32,2026-03-20 19:40:36,2026-03-20 20:32:48,Role 2,Bob,60,57,51,1,"[1.0, 1.0, 1.0, 0.0, 0.5]",1.0,2,"['Place Order', 'Check out', 'Pay CC']",{'item_16_0'},{},{}
item_19_2,Select,2026-03-20 20:25:52,2026-03-20 20:25:52,2026-03-20 20:36:52,Role Order 1,Pete,51,51,51,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",0.5,0,['Select'],{'order_19'},{'Price': 298},{}
item_19_2,Pick Item,2026-03-20 20:36:52,2026-03-20 20:36:52,2026-03-20 20:46:18,Role Order 2,Bob,51,51,51,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_19'},{'Price': 298},{}
order_1,Pay BT,2026-03-20 17:35:34,2026-03-20 20:32:48,2026-03-20 20:57:50,Role 2,Bob,59,51,51,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,2,"['Place Order', 'Add Item', 'Check out', 'Pay BT']","{'item_1_1', 'item_1_0', 'item_1_2'}",{},{}
order_8,Check out,2026-03-20 10:27:18,2026-03-20 19:58:12,2026-03-20 21:24:06,Role 1,Sue,59,51,51,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,12,"['Place Order', 'Add Item', 'Check out']","{'item_8_2', 'item_8_0', 'item_8_1'}",{},{}
order_17,Add Item,2026-03-20 18:49:16,2026-03-20 20:25:52,2026-03-20 21:30:52,Role 1,Pete,60,51,51,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,2,"['Place Order', 'Add Item', 'Add Item']","{'item_17_2', 'item_17_0', 'item_17_1', 'item_17_3'}",{},{}
item_17_3,Select,2026-03-20 21:30:52,2026-03-20 21:30:52,2026-03-20 21:42:08,Role Order 1,Sue,52,52,52,1,"[1.0, 1.0, 0.5, 0.0, 0.0]",0.5,0,['Select'],{'order_17'},{'Price': 294},{}
item_17_3,Pick Item,2026-03-20 21:42:08,2026-03-20 21:42:08,2026-03-20 21:49:56,Role Order 2,Bob,52,52,52,1,"[1.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,"['Select', 'Pick Item']",{'order_17'},{'Price': 294},{}
order_12,Payment Complete,2026-03-20 19:40:36,2026-03-20 20:57:50,2026-03-20 22:36:50,Role 2,Bob,57,51,52,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,2,"['Place Order', 'Check out', 'Pay CC', 'Payment Complete']","{'item_12_0', 'item_12_1'}",{},{}
order_19,Check out,2026-03-20 20:46:18,2026-03-20 21:30:52,2026-03-20 22:40:56,Role 1,Pete,51,52,51,2,"[1.0, 1.0, 0.5, 0.0, 0.0]",1.0,1,"['Place Order', 'Add Item', 'Check out']","{'item_19_2', 'item_19_1', 'item_19_0'}",{},{}
item_12_0,Packing,2026-03-20 22:36:50,2026-03-20 22:36:50,2026-03-20 22:55:16,Role Order 1,Pete,51,51,51,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_12'},{'Price': 434},{}
item_12_1,Packing,2026-03-20 22:36:50,2026-03-20 22:36:50,2026-03-20 22:56:35,Role Order 1,Sue,51,51,51,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_12'},{'Price': 95},{}
order_7,Pay BT,2026-03-20 19:58:12,2026-03-20 22:36:50,2026-03-20 22:59:20,Role 2,Bob,51,51,51,1,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,2,"['Place Order', 'Add Item', 'Check out', 'Pay BT']","{'item_7_2', 'item_7_0', 'item_7_1'}",{},{}
order_18,Check out,2026-03-20 19:04:54,2026-03-20 21:24:06,2026-03-20 23:23:45,Role 1,Sue,60,51,51,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,2,"['Place Order', 'Add Item', 'Check out']","{'item_18_1', 'item_18_0', 'item_18_2'}",{},{}
order_16,Payment Complete,2026-03-20 20:32:48,2026-03-20 22:59:20,2026-03-21 00:15:48,Role 2,Bob,51,51,51,1,"[1.0, 1.0, 0.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Check out', 'Pay CC', 'Payment Complete']",{'item_16_0'},{},{}
