id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,relation_ships,attribute_object,attribute_event
order_17,Check out,2026-03-20 21:49:56,2026-03-20 22:40:56,2026-03-21 00:32:24,Role 1,Pete,52,51,50,2,"[1.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Place Order', 'Add Item', 'Add Item', 'Check out']","{'item_17_2', 'item_17_0', 'item_17_1', 'item_17_3'}",{},{}
item_16_0,Packing,2026-03-21 00:15:48,2026-03-21 00:15:48,2026-03-21 00:35:40,Role Order 1,Pete,50,50,50,1,"[0.5, 1.0, 0.5, 0.0, 0.0]",0.5,0,"['Select', 'Pick Item', 'Packing']",{'order_16'},{'Price': 229},{}
order_1,Payment Complete,2026-03-20 20:57:50,2026-03-21 00:15:48,2026-03-21 01:36:05,Role 2,Bob,51,50,50,1,"[0.5, 1.0, 0.5, 0.0, 0.0]",1.0,3,"['Place Order', 'Add Item', 'Check out', 'Pay BT', 'Payment Complete']","{'item_1_1', 'item_1_0', 'item_1_2'}",{},{}
order_8,Pay BT,2026-03-20 21:24:06,2026-03-21 01:36:05,2026-03-21 01:55:16,Role 2,Bob,51,49,49,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Add Item', 'Check out', 'Pay BT']","{'item_8_2', 'item_8_0', 'item_8_1'}",{},{}
item_1_0,Packing,2026-03-21 01:36:05,2026-03-21 01:36:05,2026-03-21 01:59:48,Role Order 1,Pete,49,49,49,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_1'},{'Price': 150},{}
item_1_2,Packing,2026-03-21 01:36:05,2026-03-21 01:36:05,2026-03-21 02:01:58,Role Order 1,Sue,49,49,49,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_1'},{'Price': 666},{}
order_19,Pay BT,2026-03-20 22:40:56,2026-03-21 01:55:16,2026-03-21 02:20:35,Role 2,Bob,51,49,49,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Add Item', 'Check out', 'Pay BT']","{'item_19_2', 'item_19_1', 'item_19_0'}",{},{}
item_1_1,Packing,2026-03-21 01:36:05,2026-03-21 01:59:48,2026-03-21 02:24:34,Role Order 1,Pete,49,49,49,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_1'},{'Price': 465},{}
order_7,Payment Complete,2026-03-20 22:59:20,2026-03-21 02:20:35,2026-03-21 04:13:40,Role 2,Bob,51,49,49,1,"[0.0, 1.0, 0.5, 0.0, 0.0]",1.0,4,"['Place Order', 'Add Item', 'Check out', 'Pay BT', 'Payment Complete']","{'item_7_2', 'item_7_0', 'item_7_1'}",{},{}
item_7_2,Packing,2026-03-21 04:13:40,2026-03-21 04:13:40,2026-03-21 04:30:44,Role Order 1,Sue,48,48,48,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_7'},{'Price': 728},{}
item_7_1,Packing,2026-03-21 04:13:40,2026-03-21 04:13:40,2026-03-21 04:32:08,Role Order 1,Pete,48,48,48,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_7'},{'Price': 836},{}
order_18,Pay BT,2026-03-20 23:23:45,2026-03-21 04:13:40,2026-03-21 04:34:08,Role 2,Bob,51,48,48,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,4,"['Place Order', 'Add Item', 'Check out', 'Pay BT']","{'item_18_1', 'item_18_0', 'item_18_2'}",{},{}
order_17,Pay BT,2026-03-21 00:32:24,2026-03-21 04:34:08,2026-03-21 04:51:06,Role 2,Bob,50,48,48,1,"[0.0, 1.0, 0.5, 0.0, 0.5]",1.0,4,"['Place Order', 'Add Item', 'Add Item', 'Check out', 'Pay BT']","{'item_17_2', 'item_17_0', 'item_17_1', 'item_17_3'}",{},{}
item_7_0,Packing,2026-03-21 04:13:40,2026-03-21 04:30:44,2026-03-21 04:51:45,Role Order 1,Sue,48,48,48,2,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_7'},{'Price': 615},{}
truck_0,Load,2026-03-21 04:30:44,2026-03-21 04:30:44,2026-03-21 05:10:18,Role truck,C,48,48,48,1,"[0.0, 1.0, 1.0, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship', 'Go Back', 'Load']","{'item_1_0', 'item_9_0', 'item_1_2', 'item_9_1', 'item_1_1', 'item_7_2', 'item_12_0', 'item_0_1', 'item_16_0', 'item_12_1'}",{},{}
order_8,Payment Complete,2026-03-21 01:55:16,2026-03-21 04:51:06,2026-03-21 06:05:02,Role 2,Bob,49,48,48,1,"[0.0, 1.0, 0.5, 0.0, 0.5]",1.0,4,"['Place Order', 'Add Item', 'Check out', 'Pay BT', 'Payment Complete']","{'item_8_2', 'item_8_0', 'item_8_1'}",{},{}
truck_0,Ship,2026-03-21 05:10:18,2026-03-21 05:10:18,2026-03-21 06:06:26,Role truck,D,48,48,47,1,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship', 'Go Back', 'Load', 'Ship']","{'item_1_0', 'item_9_0', 'item_1_2', 'item_9_1', 'item_1_1', 'item_7_2', 'item_12_0', 'item_0_1', 'item_16_0', 'item_12_1'}",{},{}
truck_0,Go Back,2026-03-21 06:06:26,2026-03-21 06:06:26,2026-03-21 06:22:56,Role truck,C,47,47,47,1,"[0.0, 1.0, 1.0, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship', 'Go Back', 'Load', 'Ship', 'Go Back']",{},{},{}
item_8_2,Packing,2026-03-21 06:05:02,2026-03-21 06:05:02,2026-03-21 06:22:58,Role Order 1,Pete,47,47,47,2,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_8'},{'Price': 541},{}
item_8_0,Packing,2026-03-21 06:05:02,2026-03-21 06:05:02,2026-03-21 06:24:33,Role Order 1,Sue,47,47,47,2,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_8'},{'Price': 275},{}
item_7_2,Delivered,2026-03-21 06:06:26,2026-03-21 06:24:33,2026-03-21 06:32:32,Role Order 1,Sue,47,47,47,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_7'},{'Price': 728},{}
item_1_1,Delivered,2026-03-21 06:06:26,2026-03-21 06:32:32,2026-03-21 06:42:12,Role Order 1,Sue,47,46,46,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_1'},{'Price': 465},{}
item_8_1,Packing,2026-03-21 06:05:02,2026-03-21 06:22:58,2026-03-21 06:44:12,Role Order 1,Pete,47,47,45,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_8'},{'Price': 909},{}
item_1_2,Delivered,2026-03-21 06:06:26,2026-03-21 06:42:12,2026-03-21 06:48:03,Role Order 1,Sue,47,45,45,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_1'},{'Price': 666},{}
item_1_0,Delivered,2026-03-21 06:06:26,2026-03-21 06:44:12,2026-03-21 06:50:29,Role Order 1,Pete,47,45,44,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_1'},{'Price': 150},{}
item_16_0,Delivered,2026-03-21 06:06:26,2026-03-21 06:48:03,2026-03-21 06:53:14,Role Order 1,Sue,47,44,43,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_16'},{'Price': 229},{}
item_12_1,Delivered,2026-03-21 06:06:26,2026-03-21 06:50:29,2026-03-21 06:57:44,Role Order 1,Pete,47,43,42,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_12'},{'Price': 95},{}
item_12_0,Delivered,2026-03-21 06:06:26,2026-03-21 06:53:14,2026-03-21 07:00:10,Role Order 1,Sue,47,42,41,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_12'},{'Price': 434},{}
item_9_1,Delivered,2026-03-21 06:06:26,2026-03-21 06:57:44,2026-03-21 07:06:37,Role Order 1,Pete,47,41,40,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_9'},{'Price': 527},{}
order_19,Payment Complete,2026-03-21 02:20:35,2026-03-21 06:05:02,2026-03-21 07:07:00,Role 2,Bob,49,47,39,1,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,4,"['Place Order', 'Add Item', 'Check out', 'Pay BT', 'Payment Complete']","{'item_19_2', 'item_19_1', 'item_19_0'}",{},{}
item_9_0,Delivered,2026-03-21 06:06:26,2026-03-21 07:00:10,2026-03-21 07:09:47,Role Order 1,Sue,47,40,38,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_9'},{'Price': 401},{}
item_0_1,Delivered,2026-03-21 06:06:26,2026-03-21 07:06:37,2026-03-21 07:12:22,Role Order 1,Pete,47,39,37,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,1,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_0'},{'Price': 287},{}
item_19_0,Packing,2026-03-21 07:07:00,2026-03-21 07:12:22,2026-03-21 07:29:18,Role Order 1,Pete,38,36,36,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_19'},{'Price': 649},{}
item_19_2,Packing,2026-03-21 07:07:00,2026-03-21 07:09:47,2026-03-21 07:30:09,Role Order 1,Sue,38,37,36,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_19'},{'Price': 298},{}
item_19_1,Packing,2026-03-21 07:07:00,2026-03-21 07:29:18,2026-03-21 07:51:05,Role Order 1,Pete,38,36,36,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_19'},{'Price': 804},{}
order_18,Payment Complete,2026-03-21 04:34:08,2026-03-21 07:07:00,2026-03-21 08:32:12,Role 2,Bob,48,38,36,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Add Item', 'Check out', 'Pay BT', 'Payment Complete']","{'item_18_1', 'item_18_0', 'item_18_2'}",{},{}
item_18_2,Packing,2026-03-21 08:32:12,2026-03-21 08:32:12,2026-03-21 08:50:04,Role Order 1,Sue,35,35,35,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_18'},{'Price': 500},{}
item_18_1,Packing,2026-03-21 08:32:12,2026-03-21 08:32:12,2026-03-21 08:52:06,Role Order 1,Pete,35,35,35,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_18'},{'Price': 700},{}
truck_0,Load,2026-03-21 08:52:06,2026-03-21 08:52:06,2026-03-21 09:03:57,Role truck,D,35,35,35,1,"[0.0, 1.0, 0.5, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship', 'Go Back', 'Load', 'Ship', 'Go Back', 'Load']","{'item_19_2', 'item_8_2', 'item_18_2', 'item_19_1', 'item_8_0', 'item_8_1', 'item_7_0', 'item_7_1', 'item_18_1', 'item_19_0'}",{},{}
item_18_0,Packing,2026-03-21 08:32:12,2026-03-21 08:50:04,2026-03-21 09:06:58,Role Order 1,Sue,35,35,35,2,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing']",{'order_18'},{'Price': 261},{}
truck_0,Ship,2026-03-21 09:03:57,2026-03-21 09:03:57,2026-03-21 09:39:31,Role truck,C,35,35,35,1,"[0.0, 1.0, 0.5, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship', 'Go Back', 'Load', 'Ship', 'Go Back', 'Load', 'Ship']","{'item_19_2', 'item_8_2', 'item_18_2', 'item_19_1', 'item_8_0', 'item_8_1', 'item_7_0', 'item_7_1', 'item_18_1', 'item_19_0'}",{},{}
item_18_1,Delivered,2026-03-21 09:39:31,2026-03-21 09:39:31,2026-03-21 09:44:59,Role Order 1,Pete,35,35,35,2,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_18'},{'Price': 700},{}
item_18_2,Delivered,2026-03-21 09:39:31,2026-03-21 09:39:31,2026-03-21 09:48:37,Role Order 1,Sue,35,35,34,2,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_18'},{'Price': 500},{}
order_17,Payment Complete,2026-03-21 04:51:06,2026-03-21 08:32:12,2026-03-21 09:48:37,Role 2,Bob,48,35,33,1,"[0.0, 1.0, 1.0, 0.0, 0.0]",1.0,3,"['Place Order', 'Add Item', 'Add Item', 'Check out', 'Pay BT', 'Payment Complete']","{'item_17_2', 'item_17_0', 'item_17_1', 'item_17_3'}",{},{}
item_19_1,Delivered,2026-03-21 09:39:31,2026-03-21 09:44:59,2026-03-21 09:54:10,Role Order 1,Pete,35,34,32,2,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_19'},{'Price': 804},{}
item_19_2,Delivered,2026-03-21 09:39:31,2026-03-21 09:48:37,2026-03-21 09:55:02,Role Order 1,Sue,35,33,31,2,"[0.0, 1.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_19'},{'Price': 298},{}
item_19_0,Delivered,2026-03-21 09:39:31,2026-03-21 09:54:10,2026-03-21 10:02:28,Role Order 1,Pete,35,31,30,2,"[0.0, 0.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_19'},{'Price': 649},{}
item_8_1,Delivered,2026-03-21 09:39:31,2026-03-21 09:55:02,2026-03-21 10:03:45,Role Order 1,Sue,35,30,29,2,"[0.0, 0.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_8'},{'Price': 909},{}
truck_0,Go Back,2026-03-21 09:39:31,2026-03-21 09:39:31,2026-03-21 10:04:59,Role truck,D,35,35,28,1,"[0.0, 1.0, 1.0, 0.0, 0.5]",0.5,0,"['Prepare', 'Load', 'Ship', 'Go Back', 'Load', 'Ship', 'Go Back', 'Load', 'Ship', 'Go Back']",{},{},{}
item_8_0,Delivered,2026-03-21 09:39:31,2026-03-21 10:02:28,2026-03-21 10:09:12,Role Order 1,Pete,35,29,28,2,"[0.0, 0.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_8'},{'Price': 275},{}
item_8_2,Delivered,2026-03-21 09:39:31,2026-03-21 10:03:45,2026-03-21 10:13:24,Role Order 1,Sue,35,28,27,2,"[0.0, 0.0, 1.0, 0.0, 0.5]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_8'},{'Price': 541},{}
item_7_0,Delivered,2026-03-21 09:39:31,2026-03-21 10:09:12,2026-03-21 10:18:44,Role Order 1,Pete,35,27,26,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_7'},{'Price': 615},{}
item_7_1,Delivered,2026-03-21 09:39:31,2026-03-21 10:13:24,2026-03-21 10:19:19,Role Order 1,Sue,35,26,25,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,0,"['Select', 'Pick Item', 'Packing', 'Delivered']",{'order_7'},{'Price': 836},{}
item_17_3,Packing,2026-03-21 09:48:37,2026-03-21 10:18:44,2026-03-21 10:41:16,Role Order 1,Pete,32,25,24,1,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,6,"['Select', 'Pick Item', 'Packing']",{'order_17'},{'Price': 294},{}
item_17_2,Packing,2026-03-21 09:48:37,2026-03-21 10:19:19,2026-03-21 10:41:36,Role Order 1,Sue,32,24,24,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,6,"['Select', 'Pick Item', 'Packing']",{'order_17'},{'Price': 386},{}
item_17_1,Packing,2026-03-21 09:48:37,2026-03-21 10:41:16,2026-03-21 11:01:24,Role Order 1,Pete,32,24,24,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,6,"['Select', 'Pick Item', 'Packing']",{'order_17'},{'Price': 451},{}
item_17_0,Packing,2026-03-21 09:48:37,2026-03-21 10:41:36,2026-03-21 11:02:34,Role Order 1,Sue,32,24,24,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,6,"['Select', 'Pick Item', 'Packing']",{'order_17'},{'Price': 237},{}
